Unnamed: 0.1,Unnamed: 0,Rodada,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,HomeTeam,AwayTeam,HS,AS,HST,AST,B365H,B365D,B365A
108,108,Regular season,13.0,sex,2021-12-03,19:00,Portimonense,0.3,2.7,Porto,1585,Estádio do Portimonense SC,Manuel Oliveira,/pt/partidas/a7f347d4/Portimonense-Porto-2021Dezembro3-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Porto,7.0,23.0,4.0,6.0,9.5,4.33,1.36
109,109,Regular season,13.0,sex,2021-12-03,21:15,Benfica,1.0,1.6,Sp Lisbon,48790,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/06cbcbf0/Derby-de-Lisboa-Benfica-Sporting-CP-2021Dezembro3-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Sp Lisbon,11.0,14.0,3.0,5.0,2.05,3.4,3.6
110,110,Regular season,13.0,sáb,2021-12-04,18:00,Boavista,0.8,0.6,Maritimo,3030,Estádio do Bessa Século XXI,Hélder Malheiro,/pt/partidas/6cd3bd9c/Boavista-Maritimo-2021Dezembro4-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Maritimo,6.0,10.0,4.0,3.0,2.3,3.0,3.4
111,111,Regular season,13.0,sáb,2021-12-04,20:30,Pacos Ferreira,0.8,2.2,Guimaraes,1989,Estádio da Capital do Móvel,João Pinheiro,/pt/partidas/60056751/Pacos-de-Ferreira-Vitoria-Guimaraes-2021Dezembro4-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Guimaraes,7.0,17.0,3.0,8.0,3.1,3.0,2.45
112,112,Regular season,13.0,dom,2021-12-05,14:30,Santa Clara,1.4,0.6,Arouca,687,Estádio de São Miguel,António Nobre,/pt/partidas/0d8e78af/Santa-Clara-Arouca-2021Dezembro5-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Arouca,5.0,13.0,4.0,4.0,2.1,3.3,3.4
113,113,Regular season,13.0,dom,2021-12-05,18:00,Gil Vicente,2.5,1.0,Famalicao,2117,Estádio Cidade de Barcelos,Rui Costa,/pt/partidas/f58d3a85/Gil-Vicente-FC-Famalicao-2021Dezembro5-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Famalicao,18.0,9.0,10.0,1.0,2.87,3.0,2.62
114,114,Regular season,13.0,dom,2021-12-05,20:30,Sp Braga,2.8,0.7,Estoril,3416,Estádio Municipal de Braga,Gustavo Correia,/pt/partidas/22d90a3a/Braga-Estoril-2021Dezembro5-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Estoril,14.0,11.0,4.0,5.0,1.5,4.2,6.5
115,115,Regular season,14.0,sex,2021-12-10,20:15,Pacos Ferreira,0.9,1.1,Gil Vicente,1542,Estádio da Capital do Móvel,Artur Soares Dias,/pt/partidas/c8474eca/Pacos-de-Ferreira-Gil-Vicente-FC-2021Dezembro10-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Gil Vicente,11.0,13.0,2.0,5.0,3.0,3.1,2.4
116,116,Regular season,14.0,sáb,2021-12-11,15:30,Maritimo,2.5,0.7,Santa Clara,1784,Estádio dos Barreiros,Fábio Veríssimo,/pt/partidas/c63bd834/Maritimo-Santa-Clara-2021Dezembro11-Primeira-Liga,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Santa Clara,9.0,10.0,4.0,3.0,2.55,3.1,2.87
117,117,Regular season,14.0,sáb,2021-12-11,18:00,Guimaraes,4.3,1.4,Tondela,6354,Estádio Dom Afonso Henriques,Fábio Oliveira Melo,/pt/partidas/5f102d87/Vitoria-Guimaraes-Tondela-2021Dezembro11-Primeira-Liga,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Tondela,18.0,8.0,10.0,3.0,1.44,4.75,6.5
118,118,Regular season,14.0,sáb,2021-12-11,20:30,Sp Lisbon,2.6,0.1,Boavista,18551,Estádio José Alvalade,Nuno Almeida,/pt/partidas/0fce4ca0/Sporting-CP-Boavista-2021Dezembro11-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Boavista,19.0,4.0,6.0,2.0,1.18,6.5,15.0
119,119,Regular season,14.0,dom,2021-12-12,15:30,Moreirense,1.2,0.4,Portimonense,820,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,/pt/partidas/99682cdf/Moreirense-Portimonense-2021Dezembro12-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Portimonense,11.0,7.0,4.0,4.0,2.45,3.1,3.0
120,120,Regular season,14.0,dom,2021-12-12,15:30,Belenenses,0.4,1.0,Estoril,724,Estádio Nacional,Hélder Malheiro,/pt/partidas/c6a9f295/Belenenses-SAD-Estoril-2021Dezembro12-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Estoril,7.0,21.0,0.0,7.0,4.5,3.4,1.85
121,121,Regular season,14.0,dom,2021-12-12,18:00,Famalicao,1.3,1.4,Benfica,3994,Estádio Municipal 22 de Junho,Hugo Miguel,/pt/partidas/b8636c3e/Famalicao-Benfica-2021Dezembro12-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Benfica,13.0,6.0,2.0,4.0,7.0,4.5,1.44
122,122,Regular season,14.0,dom,2021-12-12,20:30,Porto,2.1,0.5,Sp Braga,22307,Estádio Do Dragão,António Nobre,/pt/partidas/000aa392/Porto-Braga-2021Dezembro12-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Sp Braga,20.0,7.0,4.0,1.0,1.5,4.33,6.5
123,123,Regular season,14.0,seg,2021-12-13,20:15,Arouca,1.8,1.8,Vizela,723,Estádio Municipal de Arouca,Tiago Martins,/pt/partidas/8ac84c16/Arouca-Vizela-2021Dezembro13-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Vizela,15.0,10.0,2.0,4.0,2.2,3.2,3.3
124,124,Regular season,15.0,sex,2021-12-17,18:00,Santa Clara,1.5,0.5,Guimaraes,636,Estádio de São Miguel,Hugo Coelho,/pt/partidas/24a5adde/Santa-Clara-Vitoria-Guimaraes-2021Dezembro17-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Guimaraes,15.0,10.0,6.0,2.0,3.25,3.2,2.3
125,125,Regular season,15.0,sex,2021-12-17,21:15,Estoril,0.6,0.4,Famalicao,853,Estádio António Coimbra da Mota,Nuno Almeida,/pt/partidas/290e8697/Estoril-Famalicao-2021Dezembro17-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Famalicao,11.0,7.0,4.0,3.0,2.2,3.4,3.1
126,126,Regular season,15.0,sáb,2021-12-18,15:30,Portimonense,1.5,1.4,Arouca,764,Estádio do Portimonense SC,Miguel Nogueira,/pt/partidas/67c54fa6/Portimonense-Arouca-2021Dezembro18-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Arouca,12.0,19.0,5.0,6.0,2.0,3.3,3.75
127,127,Regular season,15.0,sáb,2021-12-18,15:30,Tondela,0.7,1.6,Pacos Ferreira,672,Estádio João Cardoso,Vitor Ferreira Fernandes,/pt/partidas/e7c0e390/Tondela-Pacos-de-Ferreira-2021Dezembro18-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Pacos Ferreira,12.0,9.0,9.0,5.0,2.37,3.25,3.0
128,128,Regular season,15.0,sáb,2021-12-18,20:30,Gil Vicente,0.6,2.5,Sp Lisbon,4730,Estádio Cidade de Barcelos,Tiago Martins,/pt/partidas/d82d6760/Gil-Vicente-FC-Sporting-CP-2021Dezembro18-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Sp Lisbon,7.0,17.0,4.0,9.0,6.0,4.0,1.53
129,129,Regular season,15.0,dom,2021-12-19,17:00,Benfica,4.4,0.5,Maritimo,27814,Estádio do Sport Lisboa e Benfica,António Nobre,/pt/partidas/c484fca8/Benfica-Maritimo-2021Dezembro19-Primeira-Liga,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Maritimo,17.0,9.0,9.0,2.0,1.12,7.5,19.0
130,130,Regular season,15.0,dom,2021-12-19,17:00,Boavista,1.1,0.6,Moreirense,3374,Estádio do Bessa Século XXI,Jérémie Pignard,/pt/partidas/e073c184/Boavista-Moreirense-2021Dezembro19-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Moreirense,14.0,9.0,5.0,3.0,2.55,3.1,2.8
131,131,Regular season,15.0,dom,2021-12-19,19:00,Vizela,0.5,3.1,Porto,4970,Estádio Do Vizela,Hélder Malheiro,/pt/partidas/380484ed/Vizela-Porto-2021Dezembro19-Primeira-Liga,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Porto,9.0,15.0,4.0,7.0,9.0,5.0,1.33
132,132,Regular season,15.0,dom,2021-12-19,21:00,Sp Braga,1.7,0.3,Belenenses,3477,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/4e3484ee/Braga-Belenenses-SAD-2021Dezembro19-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Belenenses,18.0,6.0,5.0,2.0,1.18,6.5,15.0
133,133,Regular season,16.0,ter,2021-12-28,17:00,Tondela,0.6,1.4,Gil Vicente,499,Estádio João Cardoso,Gustavo Correia,/pt/partidas/a02525c3/Tondela-Gil-Vicente-FC-2021Dezembro28-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Gil Vicente,7.0,12.0,2.0,6.0,3.3,3.5,2.15
134,134,Regular season,16.0,ter,2021-12-28,19:00,Maritimo,1.8,0.9,Vizela,2468,Estádio dos Barreiros,Hugo Coelho,/pt/partidas/5217585a/Maritimo-Vizela-2021Dezembro28-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Vizela,11.0,7.0,5.0,1.0,3.0,3.25,2.37
135,135,Regular season,16.0,ter,2021-12-28,21:00,Moreirense,0.7,0.7,Estoril,311,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/32461b34/Moreirense-Estoril-2021Dezembro28-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Estoril,5.0,13.0,3.0,4.0,3.0,3.1,2.5
136,136,Regular season,16.0,qua,2021-12-29,19:00,Guimaraes,1.3,1.6,Boavista,6835,Estádio Dom Afonso Henriques,Rui Costa,/pt/partidas/043c75a4/Vitoria-Guimaraes-Boavista-2021Dezembro29-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Boavista,17.0,11.0,2.0,4.0,1.66,3.8,5.0
137,137,Regular season,16.0,qua,2021-12-29,21:00,Sp Lisbon,3.1,0.4,Portimonense,21038,Estádio José Alvalade,António Nobre,/pt/partidas/376d375b/Sporting-CP-Portimonense-2021Dezembro29-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Portimonense,24.0,6.0,12.0,2.0,1.3,5.25,11.0
138,138,Regular season,16.0,qui,2021-12-30,17:00,Pacos Ferreira,0.8,1.0,Santa Clara,618,Estádio da Capital do Móvel,David Silva,/pt/partidas/cf498665/Pacos-de-Ferreira-Santa-Clara-2021Dezembro30-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Santa Clara,9.0,11.0,3.0,4.0,2.5,3.2,2.87
139,139,Regular season,16.0,qui,2021-12-30,19:00,Arouca,0.3,3.0,Sp Braga,622,Estádio Municipal de Arouca,Manuel Oliveira,/pt/partidas/24c67aef/Arouca-Braga-2021Dezembro30-Primeira-Liga,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Sp Braga,6.0,11.0,0.0,8.0,5.0,3.8,1.7
140,140,Regular season,16.0,qui,2021-12-30,21:00,Porto,2.4,1.5,Benfica,46250,Estádio Do Dragão,Hugo Miguel,/pt/partidas/7b62a776/Porto-Benfica-2021Dezembro30-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Benfica,15.0,13.0,6.0,5.0,1.85,3.75,4.2
141,141,Regular season,13.0,dom,2022-01-02,18:30,Vizela,1.6,2.3,Belenenses,1310,Estádio Do Vizela,João António Gonçalves,/pt/partidas/f5c5683f/Vizela-Belenenses-SAD-2022Janeiro2-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Belenenses,12.0,19.0,4.0,7.0,1.9,3.4,4.0
142,142,Regular season,13.0,seg,2022-01-03,20:15,Tondela,2.0,0.9,Moreirense,463,Estádio João Cardoso,Hugo Coelho,/pt/partidas/05f98b68/Tondela-Moreirense-2022Janeiro3-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Moreirense,10.0,9.0,5.0,5.0,2.7,3.25,2.62
143,143,Regular season,17.0,sex,2022-01-07,17:30,Santa Clara,0.6,2.3,Sp Lisbon,1761,Estádio de São Miguel,Rui Costa,/pt/partidas/283d5998/Santa-Clara-Sporting-CP-2022Janeiro7-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Sp Lisbon,9.0,19.0,5.0,5.0,8.5,4.5,1.4
144,144,Regular season,17.0,sáb,2022-01-08,15:30,Vizela,1.3,2.0,Moreirense,2009,Estádio Do Vizela,Hugo Miguel,/pt/partidas/4635781f/Vizela-Moreirense-2022Janeiro8-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Moreirense,15.0,14.0,3.0,4.0,2.3,3.25,3.1
145,145,Regular season,17.0,sáb,2022-01-08,18:00,Estoril,1.1,2.6,Porto,2876,Estádio António Coimbra da Mota,António Nobre,/pt/partidas/0c210460/Estoril-Porto-2022Janeiro8-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Porto,7.0,23.0,2.0,10.0,26.0,8.5,1.09
146,146,Regular season,17.0,sáb,2022-01-08,20:30,Boavista,1.8,0.5,Tondela,2869,Estádio do Bessa Século XXI,Miguel Nogueira,/pt/partidas/a5940226/Boavista-Tondela-2022Janeiro8-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Tondela,18.0,5.0,4.0,2.0,2.0,3.4,4.0
147,147,Regular season,17.0,dom,2022-01-09,15:30,Portimonense,2.6,2.3,Maritimo,486,Estádio do Portimonense SC,André Narciso,/pt/partidas/1f75313f/Portimonense-Maritimo-2022Janeiro9-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Maritimo,18.0,17.0,4.0,8.0,2.15,3.2,3.6
148,148,Regular season,17.0,dom,2022-01-09,18:00,Benfica,4.5,0.5,Pacos Ferreira,26268,Estádio do Sport Lisboa e Benfica,Vitor Ferreira Fernandes,/pt/partidas/68740ef8/Benfica-Pacos-de-Ferreira-2022Janeiro9-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Pacos Ferreira,22.0,6.0,6.0,1.0,1.2,7.0,15.0
149,149,Regular season,17.0,dom,2022-01-09,18:00,Sp Braga,2.0,0.9,Famalicao,4487,Estádio Municipal de Braga,Fábio Oliveira Melo,/pt/partidas/d3002044/Braga-Famalicao-2022Janeiro9-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Famalicao,17.0,10.0,8.0,7.0,1.4,4.75,7.5
150,150,Regular season,17.0,dom,2022-01-09,20:30,Belenenses,1.5,1.4,Arouca,323,Estádio Nacional,Manuel Oliveira,/pt/partidas/c5300d3f/Belenenses-SAD-Arouca-2022Janeiro9-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Arouca,15.0,10.0,5.0,2.0,2.75,3.1,2.7
151,151,Regular season,17.0,seg,2022-01-10,20:15,Gil Vicente,2.1,1.6,Guimaraes,2348,Estádio Cidade de Barcelos,Rui Costa,/pt/partidas/e8aab7d4/Gil-Vicente-FC-Vitoria-Guimaraes-2022Janeiro10-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Guimaraes,17.0,8.0,10.0,2.0,2.6,3.1,2.87
152,152,Regular season,16.0,qui,2022-01-13,18:00,Famalicao,0.7,0.7,Belenenses,2633,Estádio Municipal 22 de Junho,André Narciso,/pt/partidas/06fbc246/Famalicao-Belenenses-SAD-2022Janeiro13-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Belenenses,11.0,8.0,2.0,4.0,1.9,3.4,4.0
153,153,Regular season,18.0,sáb,2022-01-15,15:30,Boavista,1.4,0.5,Gil Vicente,3355,Estádio do Bessa Século XXI,Fábio Oliveira Melo,/pt/partidas/bf38978c/Boavista-Gil-Vicente-FC-2022Janeiro15-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Gil Vicente,17.0,4.0,5.0,2.0,3.1,3.1,2.4
154,154,Regular season,18.0,sáb,2022-01-15,18:00,Sp Braga,0.9,0.4,Maritimo,5008,Estádio Municipal de Braga,Gustavo Correia,/pt/partidas/299a9dc4/Braga-Maritimo-2022Janeiro15-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Maritimo,16.0,8.0,4.0,3.0,1.4,4.5,8.0
155,155,Regular season,18.0,sáb,2022-01-15,18:00,Benfica,2.6,0.4,Moreirense,29188,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/8ff89c43/Benfica-Moreirense-2022Janeiro15-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Moreirense,16.0,9.0,5.0,2.0,1.2,6.5,17.0
156,156,Regular season,18.0,dom,2022-01-16,14:30,Santa Clara,2.5,1.0,Tondela,263,Estádio de São Miguel,Cláudio Ruivo Pereira,/pt/partidas/5b727047/Santa-Clara-Tondela-2022Janeiro16-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Tondela,18.0,12.0,9.0,7.0,1.83,3.5,4.5
157,157,Regular season,18.0,dom,2022-01-16,18:00,Vizela,0.5,1.6,Sp Lisbon,3800,Estádio Do Vizela,Fábio Veríssimo,/pt/partidas/65abe024/Vizela-Sporting-CP-2022Janeiro16-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Sp Lisbon,8.0,14.0,1.0,6.0,10.0,5.75,1.28
158,158,Regular season,18.0,dom,2022-01-16,18:30,Famalicao,0.9,0.5,Pacos Ferreira,4559,Estádio Municipal 22 de Junho,Hélder Malheiro,/pt/partidas/9ad19c7c/Famalicao-Pacos-de-Ferreira-2022Janeiro16-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Pacos Ferreira,10.0,11.0,6.0,3.0,2.0,3.2,4.0
159,159,Regular season,18.0,dom,2022-01-16,20:30,Belenenses,0.3,3.6,Porto,6992,Estádio Nacional,Manuel Mota,/pt/partidas/4593e9b2/Belenenses-SAD-Porto-2022Janeiro16-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Porto,4.0,24.0,2.0,9.0,13.0,7.0,1.18
160,160,Regular season,18.0,seg,2022-01-17,20:15,Portimonense,0.9,0.6,Guimaraes,729,Estádio do Portimonense SC,Hugo Miguel,/pt/partidas/a6900330/Portimonense-Vitoria-Guimaraes-2022Janeiro17-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Guimaraes,15.0,12.0,4.0,6.0,2.62,3.0,2.8
161,161,Regular season,19.0,sex,2022-01-21,19:00,Arouca,1.4,2.6,Benfica,2387,Estádio Municipal de Arouca,Nuno Almeida,/pt/partidas/5ff54fb7/Arouca-Benfica-2022Janeiro21-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Benfica,8.0,8.0,2.0,6.0,10.0,5.25,1.28
162,162,Regular season,19.0,sex,2022-01-21,21:15,Pacos Ferreira,1.1,1.8,Boavista,1215,Estádio da Capital do Móvel,Manuel Oliveira,/pt/partidas/08813294/Pacos-de-Ferreira-Boavista-2022Janeiro21-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Boavista,11.0,18.0,3.0,9.0,2.45,3.0,3.1
163,163,Regular season,19.0,sáb,2022-01-22,15:30,Moreirense,0.6,0.6,Santa Clara,1020,P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,/pt/partidas/8e5a061e/Moreirense-Santa-Clara-2022Janeiro22-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Santa Clara,11.0,10.0,3.0,3.0,2.37,3.1,3.1
164,164,Regular season,19.0,sáb,2022-01-22,18:00,Tondela,2.0,2.3,Vizela,829,Estádio João Cardoso,Hélder Malheiro,/pt/partidas/1ef88eb9/Tondela-Vizela-2022Janeiro22-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Vizela,12.0,21.0,3.0,8.0,2.8,3.2,2.5
165,165,Regular season,19.0,sáb,2022-01-22,20:30,Sp Lisbon,2.8,1.3,Sp Braga,26989,Estádio José Alvalade,Hugo Miguel,/pt/partidas/5260e91b/Sporting-CP-Braga-2022Janeiro22-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Sp Braga,13.0,9.0,4.0,3.0,1.6,4.0,5.5
